,Type,Date,City,Officer-defined ethnicity,Self-defined ethnicity,Gender,Age range,Removal of more than just outer clothing,Outcome
3980,Person and Vehicle search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Female,over 34,False,A no further action disposal
3981,Person and Vehicle search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
3982,Person search,2020-03,Colchester,Asian,Asian/Asian British - Any other Asian background,Male,18-24,False,A no further action disposal
3983,Person search,2020-03,Colchester,Other,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,18-24,False,A no further action disposal
3984,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Community resolution
3985,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
3986,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
3987,Person search,2020-03,Colchester,Black,Black/African/Caribbean/Black British - African,Male,18-24,False,Arrest
3988,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
3989,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
3990,Person search,2020-03,Colchester,Black,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,18-24,False,A no further action disposal
3991,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
3992,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Khat or Cannabis warning
3993,Person search,2020-03,Colchester,White,White - Any other White background,Male,over 34,False,A no further action disposal
3994,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
3995,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
3996,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
3997,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
3998,Person search,2020-03,Colchester,Black,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Female,10-17,False,A no further action disposal
3999,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
4000,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Female,10-17,False,A no further action disposal
4001,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
4002,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
4003,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
4004,Person search,2020-03,Colchester,Asian,Asian/Asian British - Any other Asian background,Male,18-24,False,A no further action disposal
4005,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
4006,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
4007,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Female,18-24,False,A no further action disposal
4008,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Khat or Cannabis warning
4009,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
4010,Person and Vehicle search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
4011,Person and Vehicle search,2020-03,Colchester,Asian,Asian/Asian British - Any other Asian background,Female,18-24,False,Khat or Cannabis warning
4012,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Female,18-24,False,A no further action disposal
4013,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Khat or Cannabis warning
4014,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
4015,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,Community resolution
4016,Person and Vehicle search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Female,25-34,True,A no further action disposal
4017,Person and Vehicle search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,True,A no further action disposal
4018,Person and Vehicle search,2020-03,Colchester,White,White - Any other White background,Male,25-34,False,A no further action disposal
4019,Person and Vehicle search,2020-03,Colchester,White,White - Any other White background,Male,25-34,False,A no further action disposal
4020,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
4021,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
4022,Person and Vehicle search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Female,over 34,False,A no further action disposal
4023,Person search,2020-03,Colchester,Other,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,over 34,False,A no further action disposal
4024,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
4025,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
4026,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
4027,Person and Vehicle search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
4028,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Female,25-34,False,A no further action disposal
4029,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
4030,Person and Vehicle search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Arrest
4031,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
4032,Person and Vehicle search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
4033,Person and Vehicle search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
4034,Person search,2020-03,Colchester,Black,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
4035,Person search,2020-03,Colchester,Other,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
4036,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
4037,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Female,10-17,False,A no further action disposal
4038,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
4039,Person search,2020-03,Colchester,White,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
4040,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
4041,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
4042,Person search,2020-03,Colchester,White,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
4043,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
4044,Person search,2020-03,Colchester,White,White - Any other White background,Male,over 34,False,Community resolution
4045,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
4046,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
4047,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
4048,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
4049,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
4050,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
4051,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
4052,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,Community resolution
4053,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Female,25-34,False,A no further action disposal
4054,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
4055,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
4056,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
4057,Person search,2020-03,Colchester,Other,Other ethnic group - Not stated,Male,18-24,False,Khat or Cannabis warning
4058,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
4059,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Community resolution
4060,Person search,2020-03,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
